Name,Price,Brand,Url,Rated,Votes,Imgs,CPU,RAM,ManHinh,OCung,Card,HDH,KT&KL
"Laptop Lenovo Gaming Legion 5 15ARH7 R7 6800H/16G/512G/15.6""FHD/GeForce RTX 3050 Ti 4GB/Win11",30990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r7-6800h?card-do-hoa=rtx-3050-ti,4.9,26,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259338198_lenovo-gaming-legion-5-15arh7-xam-dam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713258556936_lenovo-gaming-legion-5-15arh7-xam-dam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713258244488_lenovo-gaming-legion-5-15arh7-xam-dam-4.jpg']","AMD, Ryzen 7, 6800H","16 GB (2 thanh 8 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, Anti - Glare",SSD 512 GB,NVIDIA GeForce RTX 3050 Ti 4 GB,Windows 11 Home,"358.8 x 262.35 x 19.99 mm, 2.35 kg"
Laptop HP ZBook Firefly 14 G8 i5 1135G7/8GB/512GB/14”FHD/Win 10 Pro,28890000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-zbook-firefly-14-g8-i5-1135g7?dung-luong-ram=8gb,5,100,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663502050170145_hp-zbook-firefly-14-g8-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663502047201460_hp-zbook-firefly-14-g8-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663502047357766_hp-zbook-firefly-14-g8-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663502046420264_hp-zbook-firefly-14-g8-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663502049232695_hp-zbook-firefly-14-g8-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663502047982668_hp-zbook-firefly-14-g8-xam-6.jpg']","Core i5, 1135G7","8 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits",SSD 512 GB,Intel Iris Xe Graphics,Windows 10 Pro,"17.9 x 323 x 214.6 mm, 1.35 kg"
"Laptop Asus TUF Gaming FA506IHRB-HN019W R5 4600H/8GB/512GB/GeForce GTX 1650 4GB/15.6""FHD/Win11",16490000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa506ihrb-hn019w-r5-4600h,4.9,212,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/2/637950740525519524_asus-tuf-gaming-fa506ihr-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/2/637950740525832274_asus-tuf-gaming-fa506ihr-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/2/637950740524582194_asus-tuf-gaming-fa506ihr-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/2/637950740522706981_asus-tuf-gaming-fa506ihr-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/2/637950740525207232_asus-tuf-gaming-fa506ihr-den-5.jpg']","AMD, Ryzen 5, 4600H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits,  Anti-Glare LED-Backlit Display",SSD 512 GB,NVIDIA GeForce GTX 1650 4GB; AMD Radeon Graphics,Windows 11 Home,"359 x 256 x 22.8 mm, 2.30 kg"
"Laptop MSI Gaming Katana GF66 12UCK-805VN i7 12650H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win11_Balo",24990000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-gf66-12uck-805vn-i7-12650h,4.6,53,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585071699_msi-gaming-katana-gf66-12u-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585583091_msi-gaming-katana-gf66-12u-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584664118_msi-gaming-katana-gf66-12u-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584664118_msi-gaming-katana-gf66-12u-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585172929_msi-gaming-katana-gf66-12u-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584765856_msi-gaming-katana-gf66-12u-den-6.jpg']","Intel, Core i7, 12650H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS FHD",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11,"359 x 259 x 24.9 mm, 2.25 kg"
"Laptop HP 15s-fq5145TU i7 1255U/8GB/256GB/15.6""FHD/Win 11",15990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5145tu-i7-1255u,4.9,33,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775595338_hp-15s-fq-bac-win11-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775282867_hp-15s-fq-bac-win11-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775282867_hp-15s-fq-bac-win11-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467774345435_hp-15s-fq-bac-win11-4.jpg']","Intel, Core i7, 1255U","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, BrightView Micro-edge WLED-backlit",SSD 256 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"358.5 x 242 x 17.9 mm, 1.69 kg"
"Laptop MSI Modern 15 B7M-099VN R5 7530U/8GB/512GB/15.6""FHD/Win 11",13990000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-b7m-099vn-r5-7530u,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152553410995909_msi-modern-15-b7m-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152553410206479_msi-modern-15-b7m-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152553405854988_msi-modern-15-b7m-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152553406856760_msi-modern-15-b7m-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152553406753711_msi-modern-15-b7m-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/24/638152553405854988_msi-modern-15-b7m-den-6.jpg']","AMD, Ryzen 5, 7530U","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, FHD",SSD 512 GB,AMD Radeon Graphics,Windows 11 Home,"359 * 241 * 19.9 mm, 1.75 kg"
"Laptop HP Pavilion 15 eg2055TU i7 1260P/8GB/512GB/15.6""FHD/Win 11",19990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2055tu-i7-1260p,4.6,29,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435611283_hp-pavilion-15-eg2059tu-i5-1240p-vang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947156435298829_hp-pavilion-15-eg2059tu-i5-1240p-vang-4.jpg']","Intel, Core i7, 1260P","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS FHD",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"360.2 x 234 x 17.9 mm, 1.72 kg"
Laptop Acer Aspire 3 A315-58-35AG i3 1115G4/4GB/256GB SSD/15.6''FHD/Win11,8990000,Acer,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-58-35ag-i3-1115g4,5,206,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/7/637822560588852335_acer-aspire-3-a315-58-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/7/637822560593227373_acer-aspire-3-a315-58-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/7/637822560591977278_acer-aspire-3-a315-58-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/7/637822560588227307_acer-aspire-3-a315-58-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/7/637822560589321092_acer-aspire-3-a315-58-bac-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/7/637822560587914821_acer-aspire-3-a315-58-bac-6.jpg']","Intel, Core i3, 1115G4","4 GB (1 thanh 4 GB), DDR4, 2400 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, Acer ComfyView Anti-glare LED-backlit",SSD 256 GB,Intel UHD Graphics,Windows 11 Home Single Language,"363.4 x 250.5 x 19.9 mm, 1.74 kg"
"Laptop Lenovo ThinkPad T14s Gen 2 i7 1165G7/16GB/512GB/14.0""FHD/Win10",29990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-t14s-gen-2-i7-1165g7,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835989637572_lenovo-thinkpad-t14s-gen-2-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835989793843_lenovo-thinkpad-t14s-gen-2-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835987524165_lenovo-thinkpad-t14s-gen-2-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835986423713_lenovo-thinkpad-t14s-gen-2-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835987837089_lenovo-thinkpad-t14s-gen-2-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119835986737050_lenovo-thinkpad-t14s-gen-2-den-6.jpg']","Intel, Core i7, 1165G7","16 MB (1 thanh 16 GB), LPDDR4, 4266 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits,  Anti-Glare LED-Backlit Display",SSD 512 GB,Intel Iris Xe Graphics,Windows 10 Pro,"327.5 x 224.4 x 16.81 mm, 1.36 kg"
"Laptop Dell Inspiron 15 N3520 i5-1235U/8GB/256GB/15.6""FHD/Win 11",18990000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-n3520-i5-1235u?dung-luong=256ggb,4,7,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988638227002_dell-inspiron-15-n3520-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988636808252_dell-inspiron-15-n3520-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988634966740_dell-inspiron-15-n3520-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988634767300_dell-inspiron-15-n3520-den-4.jpg']","Intel, Core i5, 1235U","8 GB (1 thanh 8 GB), DDR4, 2666 MHz","15.6 inch, 1920 x 1080 Pixels, WVA, 120 Hz, 220 nits,  Anti-Glare LED-Backlit Display",SSD 256 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"235 x 358 x 189 mm, 1.9 kg"
Laptop Asus Gaming TUF FA507RM-HN018W R7 6800H/8GB/512GB/15.6FHD/GeForce RTX 3060 6GB/Win 11,25990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-tuf-fa507rm-hn018w-r7-6800h,4.9,41,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862831308_asus-tuf-gaming-fa507-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862831308_asus-tuf-gaming-fa507-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862518830_asus-tuf-gaming-fa507-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862831308_asus-tuf-gaming-fa507-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904862362571_asus-tuf-gaming-fa507-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/25/637890904861268709_asus-tuf-gaming-fa507-den-6.jpg']","AMD, Ryzen 7, 6800H","8 GB (1 thanh 8 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti-Glare",SSD 512 GB,NVIDIA GeForce RTX 3060 6GB; AMD Radeon Graphics,Windows 11,"354 x 251 x 22.4 mm, 2.20 kg"
"Laptop MSI Gaming GF63 Thin 11SC-1090VN i5 11400H/8GB/512GB/15.6""FHD/GeForce GTX 1650 4GB/Win11",16490000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11sc-1090vn-i5-11400h,4.8,65,['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007368710444071_msi-gaming-gf63-thin-11sc-1090vn-den-1.jpg'],"Intel, Core i5, 11400H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS FHD",SSD 512 GB,NVIDIA GeForce GTX 1650 4GB,Windows 11,"359 x 254 x 21.7 mm, 1.86 kg"
"Laptop LG Gram 17Z90Q-G.AH74A5 i7 1260P/16GB/512GB/17""WQXGA/Win 11",40990000,LG,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-17z90q-gah74a5-i7-1260p,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/5/638085249634859398_lg-gram-17z90q-trang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/5/638085249633062994_lg-gram-17z90q-trang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/5/638085249633062994_lg-gram-17z90q-trang-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/5/638085249631797004_lg-gram-17z90q-trang-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/5/638085249633219318_lg-gram-17z90q-trang-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/5/638085249630695620_lg-gram-17z90q-trang-6.jpg']","Intel, Core i7, 1260P","16 GB, LPDDR5, 5200 MHz","17.3 inch, 2560 x 1600 Pixels, IPS, Hãng không công bố, 350 nits, Anti-Glare",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"378,8 x 258,8 x 17,7 mm, 1350 g"
"Laptop Acer Nitro Gaming AN515-45-R86D R7 5800H/8GB/512GB/15.6""FHD/GeForce RTX 3060 6GB/Win 11",23990000,Acer,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-45-r86d-r7-5800h,4.9,66,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961789064693741_acer-nitro-gaming-5-an515-45-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961789064537515_acer-nitro-gaming-5-an515-45-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961789064537515_acer-nitro-gaming-5-an515-45-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/8/15/637961789064537515_acer-nitro-gaming-5-an515-45-den-4.jpg']","AMD, Ryzen 7, 5800H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView LED-backlit",SSD 512 GB,NVIDIA GeForce RTX 3060 6GB; AMD Radeon Graphics,Windows 11 Home,"363.4 x 255 x 23.9 mm, 2.2 kg"
Laptop Asus Vivobook X515EA-BQ1005W i3 1115G4/8GB/512GB SSD/Win11,10590000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x515ea-bq1005w-i3-1115g4,4.9,251,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615820979956_asus-vivobook-x515-bac-1.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615820198942_asus-vivobook-x515-bac-2.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615819417446_asus-vivobook-x515-bac-3.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615819886198_asus-vivobook-x515-bac-4.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615820042405_asus-vivobook-x515-bac-5.png']","Intel, Core i3, 1115G4","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, IPS LCD",SSD 512 GB,Intel UHD Graphics,Windows 11 Home,"199 x 360 x 235 mm, 1.8 kg"
"Laptop MacBook Air 13"" 2020 M1 16GB/512GB",29990000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-2020-m1-ram-16gb?dung-luong=512gb,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407967465471535_mba-2020-gold-1.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407967465627818_mba-2020-gold-2.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407967465159041_mba-2020-gold-5.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407967464846540_mba-2020-gold-4.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/11/12/637407967465002711_mba-2020-gold-3.png']","Apple, M1, 8 - Core","16 GB, LPDDR4, 3200 MHz","13.3 inch, 2560 x 1600 Pixels, IPS, Hãng không công bố, IPS LCD LED Backlit, True Tone",SSD 512 GB,Apple M1 GPU 7 nhân,macOS 12,"304.1 x 212.4 x 4.1 ~ 16.1 mm, 1.29 kg"
Laptop Acer Aspire 3 A315-57G-573F i5 1035G1/8GB/512GB SSD/Nvidia GeForce MX330 2GB/Win11,14990000,Acer,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-57g-573f-i5-1035g1,4.9,242,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/12/24/637443973978298927_acer-aspire-3-a315-57g-den-1.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/12/24/637443973976892975_acer-aspire-3-a315-57g-den-2.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/12/24/637443973977048797_acer-aspire-3-a315-57g-den-4.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/12/24/637443973978298927_acer-aspire-3-a315-57g-den-3.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/12/24/637443973978298927_acer-aspire-3-a315-57g-den-5.png']","Intel, Core i5, 1035G1","8 GB (2 thanh 4 GB), DDR4, 2400 MHz","15.6 inch, 1920 x 1080 Pixels, TN, 60 Hz, Acer ComfyView Anti-glare LED-backlit",SSD 512 GB,NVIDIA GeForce MX330 2GB; Intel UHD Graphics,Windows 11 Home,"363.4 x 250.5 x 19.95  mm, 1.9 kg"
"Laptop Dell Inspiron 16 N5620 i7 1255U/16GB/512GB/16.0""FHD+/GeForce MX570 2GB/Win11",29990000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i7-1255u,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981330129_dell-inspiron-16-n5620-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164980080111_dell-inspiron-16-n5620-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981486395_dell-inspiron-16-n5620-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981173899_dell-inspiron-16-n5620-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164969767499_dell-inspiron-16-n5620-bac-5.jpg']","Intel, Core i7, 1255U","16 GB (2 thanh 8 GB), DDR4, 3200 MHz","16.0 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 300 nits, Anti-Glare LED Backlit",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"356,7 x 251,9 x 17.95 mm, 1.87 kg"
